"","Watershed","Site.ID","Date","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Photo.Ref","Veg","Camera","GPS","Water.level.rain.report","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest"
"965","Pawcatuck",3124,2021-07-27,"John Crockett","muskrat, beaver",2021-07-27 09:38:00,2021-07-27 10:38:00,"beaver","dam","Y",1899-12-31 10:25:00,"11","stream/shrub swamp","2",NA,"recent rain","N","Kayak",NA,NA,NA,NA,NA,NA
"966","Pawcatuck",3124,2021-07-27,"John Crockett","muskrat, beaver",2021-07-27 09:38:00,2021-07-27 10:38:00,"beaver","chewed stick","y",1899-12-31 10:32:00,"12","stream/shrub swamp","2",NA,"recent rain","N","Kayak",NA,NA,NA,NA,NA,NA
"967","Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",2021-06-18 08:48:00,2021-06-18 10:42:00,"beaver","chewed stick","N",1899-12-31 08:49:00,"1","forest/river","3","2","no recent precip","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947
"968","Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",2021-06-18 08:48:00,2021-06-18 10:42:00,"beaver","chewed stick","Y",1899-12-31 09:04:00,"2","forest/river","3","2","no recent precip","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947
"969","Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",2021-06-18 08:48:00,2021-06-18 10:42:00,"beaver","lodge","N",1899-12-31 09:23:00,"3","shrub swamp","3","2","no recent precip","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947
"970","Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",2021-06-18 08:48:00,2021-06-18 10:42:00,"muskrat","scat","N",1899-12-31 09:29:00,"4","shrub swamp","3","2","no recent precip","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947
"971","Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",2021-06-18 08:48:00,2021-06-18 10:42:00,"muskrat","scat","N",1899-12-31 09:37:00,"5","forest/river","3","2","no recent precip","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947
"972","Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",2021-06-18 08:48:00,2021-06-18 10:42:00,"beaver","chewed tree","N",1899-12-31 10:01:00,"6","forest/river","3","2","no recent precip","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947
"973","Pawcatuck",3622,2021-06-18,"John Crockett","beaver, otter",2021-06-18 08:48:00,2021-06-18 10:42:00,"beaver","chewed stick","N",1899-12-31 10:29:00,"7","forest/river","3","2","no recent precip","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947
"974","Pawcatuck",3622,2021-06-18,"Amy Mayer","beaver",2021-06-18 08:50:00,2021-06-18 10:43:00,"beaver","chewed stick","N",1899-12-31 08:56:00,"1","stream/forest","3","5",NA,"N","Kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531
"975","Pawcatuck",3622,2021-06-18,"Amy Mayer","beaver",2021-06-18 08:50:00,2021-06-18 10:43:00,"beaver","dam","N",1899-12-31 09:04:00,"2","stream/forest","3","5",NA,"N","Kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531
"976","Pawcatuck",3622,2021-06-18,"Amy Mayer","beaver",2021-06-18 08:50:00,2021-06-18 10:43:00,"beaver","chewed stick","N",1899-12-31 10:03:00,"3","stream/forest","3","5",NA,"N","Kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531
"977","Pawcatuck",3622,2021-06-18,"Amy Mayer","beaver",2021-06-18 08:50:00,2021-06-18 10:43:00,"musk?","scat","N",1899-12-31 10:09:00,"4","stream/forest","3","5",NA,"N","Kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531
"978","Pawcatuck",3622,2021-06-18,"Amy Mayer","beaver",2021-06-18 08:50:00,2021-06-18 10:43:00,"beaver","chewed stick","N",1899-12-31 10:13:00,"5","stream/forest","3","5",NA,"N","Kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531
"979","Pawcatuck",3622,2021-06-18,"Amy Mayer","beaver",2021-06-18 08:50:00,2021-06-18 10:43:00,"otter?","chewed shell","N",1899-12-31 10:24:00,"6","stream/forest","3","5",NA,"N","Kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531
"980","Pawcatuck",4046,2021-06-21,"Amy Mayer","beaver, muskrat",2021-06-21 08:51:00,2021-06-21 10:21:00,"beaver","dam","N",1899-12-31 09:29:00,"1","shrub swamp","3","5",NA,"N","Foot",0,0,0,0,0,1
"981","Pawcatuck",4046,2021-06-21,"Amy Mayer","beaver, muskrat",2021-06-21 08:51:00,2021-06-21 10:21:00,"beaver","chewed tree","Y",1899-12-31 09:33:00,"2","shrub swamp","3","5",NA,"N","Foot",0,0,0,0,0,1
"982","Pawcatuck",4046,2021-06-21,"Amy Mayer","beaver, muskrat",2021-06-21 08:51:00,2021-06-21 10:21:00,"beaver","track","Y",1899-12-31 09:39:00,"3","shrub swamp","3","5",NA,"N","Foot",0,0,0,0,0,1
"983","Pawcatuck",4046,2021-06-21,"Amy Mayer","beaver, muskrat",2021-06-21 08:51:00,2021-06-21 10:21:00,"beaver","chewed stick","N",1899-12-31 09:46:00,"4","shrub swamp","3","5",NA,"N","Foot",0,0,0,0,0,1
"984","Pawcatuck",4046,2021-06-21,"John Crockett","beaver",2021-06-21 08:48:00,2021-06-21 10:19:00,"beaver","chewed stick","N",1899-12-31 09:46:00,"1","shrub swamp","2","2","recent rain","N","Foot",0,0.362637362637363,0,0,0,0.637362637362637
"985","Pawcatuck",4046,2021-06-21,"John Crockett","beaver",2021-06-21 08:48:00,2021-06-21 10:19:00,"beaver","chewed stick","N",1899-12-31 09:56:00,"2","shrub swamp","2","2","recent rain","N","Foot",0,0.362637362637363,0,0,0,0.637362637362637
"986","Pawcatuck",4046,2021-06-21,"John Crockett","beaver",2021-06-21 08:48:00,2021-06-21 10:19:00,"beaver","chewed stick","N",1899-12-31 10:06:00,"3","shrub swamp","2","2","recent rain","N","Foot",0,0.362637362637363,0,0,0,0.637362637362637
"987","Pawcatuck",4046,2021-06-21,"John Crockett","beaver",2021-06-21 08:48:00,2021-06-21 10:19:00,"otter","scat","N",1899-12-31 10:17:00,"4","shrub swamp","2","2","recent rain","N","Foot",0,0.362637362637363,0,0,0,0.637362637362637
"988","Pawcatuck",4335,2021-07-26,"Amy Mayer","beaver, muskrat",2021-07-26 10:21:00,2021-07-26 11:39:00,"muskrat","chewed veg","N",1899-12-31 10:58:00,"3","river/forest","3","5",NA,"N","Kayak",0.91025641025641,0.0128205128205128,0,0,0,0.0769230769230769
"989","Pawcatuck",4335,2021-07-26,"Amy Mayer","beaver, muskrat",2021-07-26 10:21:00,2021-07-26 11:39:00,"beaver","chewed stick","N",1899-12-31 11:09:00,"4","river/forest","3","5",NA,"N","Kayak",0.91025641025641,0.0128205128205128,0,0,0,0.0769230769230769
"990","Pawcatuck",4335,2021-07-26,"Amy Mayer","beaver, muskrat",2021-07-26 10:21:00,2021-07-26 11:39:00,"musk?","chewed veg","Y",1899-12-31 11:15:00,"5","river/forest","3","5",NA,"N","Kayak",0.91025641025641,0.0128205128205128,0,0,0,0.0769230769230769
"991","Pawcatuck",4335,2021-07-26,"Amy Mayer","beaver, muskrat",2021-07-26 10:21:00,2021-07-26 11:39:00,"musk?","chewed veg","Y",1899-12-31 11:17:00,"6","river/forest","3","5",NA,"N","Kayak",0.91025641025641,0.0128205128205128,0,0,0,0.0769230769230769
"992","Pawcatuck",4335,2021-07-26,"Amy Mayer","beaver, muskrat",2021-07-26 10:21:00,2021-07-26 11:39:00,"beaver","chewed stick","N",1899-12-31 11:25:00,"7","river/forest","3","5",NA,"N","Kayak",0.91025641025641,0.0128205128205128,0,0,0,0.0769230769230769
"993","Pawcatuck",4335,2021-07-26,"Amy Mayer","beaver, muskrat",2021-07-26 10:21:00,2021-07-26 11:39:00,"beaver","chewed stick","N",1899-12-31 11:35:00,"8","river/forest","3","5",NA,"N","Kayak",0.91025641025641,0.0128205128205128,0,0,0,0.0769230769230769
"994","Pawcatuck",4335,2021-07-26,"John Crockett","muskrat, beaver",2021-07-26 10:14:00,2021-07-26 11:38:00,"beaver","chewed stick","N",1899-12-31 10:33:00,"3","emergent marsh","2","1","recent rain","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857
"995","Pawcatuck",4335,2021-07-26,"John Crockett","muskrat, beaver",2021-07-26 10:14:00,2021-07-26 11:38:00,"muskrat","chewed veg","Y",1899-12-31 10:42:00,"4","emergent marsh","2","1","recent rain","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857
"996","Pawcatuck",4335,2021-07-26,"John Crockett","muskrat, beaver",2021-07-26 10:14:00,2021-07-26 11:38:00,"beaver","chewed stick","N",1899-12-31 10:51:00,"5","emergent marsh","2","1","recent rain","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857
"997","Pawcatuck",4335,2021-07-26,"John Crockett","muskrat, beaver",2021-07-26 10:14:00,2021-07-26 11:38:00,"muskrat","scat","N",1899-12-31 10:59:00,NA,"emergent marsh","2","1","recent rain","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857
"998","Pawcatuck",4335,2021-07-26,"John Crockett","muskrat, beaver",2021-07-26 10:14:00,2021-07-26 11:38:00,"otter","latrine","N",1899-12-31 11:07:00,NA,"forest/river","2","1","recent rain","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857
"999","Pawcatuck",4335,2021-07-26,"John Crockett","muskrat, beaver",2021-07-26 10:14:00,2021-07-26 11:38:00,"muskrat","chewed veg","Y",1899-12-31 11:19:00,"6","forest/river","2","1","recent rain","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857
"1000","Pawcatuck",4335,2021-07-26,"John Crockett","muskrat, beaver",2021-07-26 10:14:00,2021-07-26 11:38:00,"beaver","chewed branch","N",1899-12-31 11:25:00,"7","forest/river","2","1","recent rain","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857
"1001","Pawcatuck",4337,2021-07-26,"Amy Mayer","beaver",2021-07-26 09:43:00,2021-07-26 10:07:00,"beaver","chewed stick","N",1899-12-31 09:45:00,"1","river/forest","3","5",NA,"N","Kayak",1,0,0,0,0,0
"1002","Pawcatuck",4337,2021-07-26,"Amy Mayer","beaver",2021-07-26 09:43:00,2021-07-26 10:07:00,"musk?","chewed veg","N",1899-12-31 09:55:00,"2","river/forest","3","5",NA,"N","Kayak",1,0,0,0,0,0
"1003","Pawcatuck",4337,2021-07-26,"John Crockett","muskrat, beaver",2021-07-26 09:40:00,2021-07-26 10:06:00,"musk?","chewed veg","Y",1899-12-31 09:42:00,"1","stream/forest","2","1","recent rain","N","Kayak",1,0,0,0,0,0
"1004","Pawcatuck",4337,2021-07-26,"John Crockett","muskrat, beaver",2021-07-26 09:40:00,2021-07-26 10:06:00,"beaver","chewed stick","N",1899-12-31 10:00:00,"2","stream/forest","2","1","recent rain","N","Kayak",1,0,0,0,0,0
"1005","Quinebaug",5589,2021-06-23,"Amy Mayer",NA,2021-06-23 12:30:00,2021-06-23 13:48:00,"beaver","chewed stick","N",1899-12-31 12:59:00,"12","stream/forest","3","5","recent rain","N","Foot",0,0.974358974358974,0,0,0,0.0256410256410256
"1006","Quinebaug",5589,2021-06-23,"Amy Mayer",NA,2021-06-23 12:30:00,2021-06-23 13:48:00,"muskrat","scat","N",1899-12-31 13:06:00,"13","emergent marsh","3","5","recent rain","N","Foot",0,0.974358974358974,0,0,0,0.0256410256410256
"1007","Quinebaug",5589,2021-06-23,"Amy Mayer",NA,2021-06-23 12:30:00,2021-06-23 13:48:00,"otter","scat","Y",1899-12-31 13:19:00,"14","emergent marsh","3","5","recent rain","N","Foot",0,0.974358974358974,0,0,0,0.0256410256410256
"1008","Quinebaug",5589,2021-06-23,"John Crockett","muskrat",2021-06-23 12:25:00,2021-06-23 13:46:00,"musk?","scat","N",1899-12-31 12:34:00,"1","stream","2","2","recent rain","N","Foot",0,0.91358024691358,0,0,0,0.0864197530864197
"1009","Quinebaug",5589,2021-06-23,"John Crockett","muskrat",2021-06-23 12:25:00,2021-06-23 13:46:00,"muskrat","scat","N",1899-12-31 12:44:00,"2","stream","2","2","recent rain","N","Foot",0,0.91358024691358,0,0,0,0.0864197530864197
"1010","Quinebaug",5589,2021-06-23,"John Crockett","muskrat",2021-06-23 12:25:00,2021-06-23 13:46:00,"beaver","chewed stick","N",1899-12-31 12:45:00,"3","stream","2","2","recent rain","N","Foot",0,0.91358024691358,0,0,0,0.0864197530864197
"1011","Quinebaug",5589,2021-06-23,"John Crockett","muskrat",2021-06-23 12:25:00,2021-06-23 13:46:00,"beaver","chewed stick","y",1899-12-31 13:05:00,"4","stream","2","2","recent rain","N","Foot",0,0.91358024691358,0,0,0,0.0864197530864197
"1012","Quinebaug",5589,2021-06-23,"John Crockett","muskrat",2021-06-23 12:25:00,2021-06-23 13:46:00,"otter","latrine","Y",1899-12-31 13:12:00,"5,6","stream","2","2","recent rain","N","Foot",0,0.91358024691358,0,0,0,0.0864197530864197
"1013","Quinebaug",5589,2021-06-23,"John Crockett","muskrat",2021-06-23 12:25:00,2021-06-23 13:46:00,"muskrat","scat","N",1899-12-31 13:48:00,"7","stream","2","2","recent rain","N","Foot",0,0.91358024691358,0,0,0,0.0864197530864197
"1014","Quinebaug",5632,2021-06-23,"Amy Mayer",NA,2021-06-23 08:27:00,2021-06-23 09:20:00,"beaver","chewed stick","N",1899-12-31 08:40:00,"1","river/shrub swamp","3","5","recent rain","N","Foot",0.0943396226415094,0,0.0943396226415094,0,0,0.811320754716981
"1015","Quinebaug",5632,2021-06-23,"Amy Mayer",NA,2021-06-23 08:27:00,2021-06-23 09:20:00,"beaver","chewed stick","N",1899-12-31 08:51:00,"2","river/shrub swamp","3","5","recent rain","N","Foot",0.0943396226415094,0,0.0943396226415094,0,0,0.811320754716981
"1016","Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",2021-06-23 08:25:00,2021-06-23 09:19:00,"?","chewed veg","Y",1899-12-31 08:29:00,"1","pond","2","2","recent rain","N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815
"1017","Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",2021-06-23 08:25:00,2021-06-23 09:19:00,"beaver","chewed tree","Y",1899-12-31 08:38:00,"2","pond","2","2","recent rain","N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815
"1018","Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",2021-06-23 08:25:00,2021-06-23 09:19:00,"otter","latrine","N",1899-12-31 08:43:00,"3","pond","2","2","recent rain","N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815
"1019","Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",2021-06-23 08:25:00,2021-06-23 09:19:00,"beaver","chewed stick","N",1899-12-31 08:56:00,"4","shrub swamp","2","2","recent rain","N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815
"1020","Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",2021-06-23 08:25:00,2021-06-23 09:19:00,"beaver","chewed stick","N",1899-12-31 09:08:00,NA,"shrub swamp","2","2","recent rain","N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815
"1021","Quinebaug",5632,2021-06-23,"John Crockett","beaver, otter",2021-06-23 08:25:00,2021-06-23 09:19:00,"beaver","smell of castor",NA,1899-12-31 09:17:00,NA,"pond","2","2","recent rain","N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815
"1022","Quinebaug",5756,2021-07-29,"Amy Mayer","beaver",2021-07-29 10:16:00,2021-07-29 10:54:00,"beaver","chewed stick","Y",1899-12-31 10:17:00,"9","river/shrub swamp","2","5",NA,"N","Kayak",0.736842105263158,0.263157894736842,0,0,0,0
"1023","Quinebaug",5756,2021-07-29,"Amy Mayer","beaver",2021-07-29 10:16:00,2021-07-29 10:54:00,"beaver","castor mound","Y",1899-12-31 10:23:00,"10","river/shrub swamp","2","5",NA,"N","Kayak",0.736842105263158,0.263157894736842,0,0,0,0
"1024","Quinebaug",5756,2021-07-29,"Amy Mayer","beaver",2021-07-29 10:16:00,2021-07-29 10:54:00,"beaver","castor mound","Y",1899-12-31 10:27:00,"11","river/shrub swamp","2","5",NA,"N","Kayak",0.736842105263158,0.263157894736842,0,0,0,0
"1025","Quinebaug",5756,2021-07-29,"Amy Mayer","beaver",2021-07-29 10:16:00,2021-07-29 10:54:00,"beaver","castor mound","Y",1899-12-31 10:36:00,"12","river/shrub swamp","2","5",NA,"N","Kayak",0.736842105263158,0.263157894736842,0,0,0,0
"1026","Quinebaug",5756,2021-07-29,"Amy Mayer","beaver",2021-07-29 10:16:00,2021-07-29 10:54:00,"beaver","chewed stick","Y",1899-12-31 10:36:00,"13","river/shrub swamp","2","5",NA,"N","Kayak",0.736842105263158,0.263157894736842,0,0,0,0
"1027","Quinebaug",5756,2021-07-29,"Amy Mayer","beaver",2021-07-29 10:16:00,2021-07-29 10:54:00,"beaver","dam","Y",1899-12-31 10:45:00,"14","river/shrub swamp","2","5",NA,"N","Kayak",0.736842105263158,0.263157894736842,0,0,0,0
"1028","Quinebaug",5756,2021-07-29,"Amy Mayer","beaver",2021-07-29 10:16:00,2021-07-29 10:54:00,"beaver","castor mound","Y",1899-12-31 10:53:00,"15","river/shrub swamp","2","5",NA,"N","Kayak",0.736842105263158,0.263157894736842,0,0,0,0
"1029","Quinebaug",5756,2021-07-29,"John Crockett","beaver",2021-07-29 10:19:00,2021-07-29 10:53:00,"muskrat","feed bed","N",1899-12-31 10:23:00,"1","emergent marsh","3","1","recent rain","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0
"1030","Quinebaug",5756,2021-07-29,"John Crockett","beaver",2021-07-29 10:19:00,2021-07-29 10:53:00,"beaver","chewed stick","Y",1899-12-31 10:26:00,"2","emergent marsh","3","1","recent rain","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0
"1031","Quinebaug",5756,2021-07-29,"John Crockett","beaver",2021-07-29 10:19:00,2021-07-29 10:53:00,"?","feed bed","Y",1899-12-31 10:30:00,"3","emergent marsh","3","1","recent rain","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0
"1032","Quinebaug",5756,2021-07-29,"John Crockett","beaver",2021-07-29 10:19:00,2021-07-29 10:53:00,"beaver","chewed stick","Y",1899-12-31 10:36:00,"4","emergent marsh","3","1","recent rain","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0
"1033","Quinebaug",5756,2021-07-29,"John Crockett","beaver",2021-07-29 10:19:00,2021-07-29 10:53:00,"beaver","visual encounter","Y",1899-12-31 10:39:00,NA,"emergent marsh","3","1","recent rain","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0
"1034","Quinebaug",5756,2021-07-29,"John Crockett","beaver",2021-07-29 10:19:00,2021-07-29 10:53:00,"beaver","chewed stick","Y",1899-12-31 10:44:00,"5","emergent marsh","3","1","recent rain","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0
"1035","Quinebaug",5756,2021-07-29,"John Crockett","beaver",2021-07-29 10:19:00,2021-07-29 10:53:00,"beaver","dam","Y",1899-12-31 10:45:00,NA,"emergent marsh","3","1","recent rain","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0
"1036","Quinebaug",5756,2021-07-29,"John Crockett","beaver",2021-07-29 10:19:00,2021-07-29 10:53:00,"beaver","castor mound","Y",1899-12-31 10:50:00,"6,7","emergent marsh","3","1","recent rain","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0
"1037","Quinebaug",5761,2021-07-15,"John Crockett","beaver, muskrat",2021-07-15 13:06:00,2021-07-15 13:56:00,"beaver","chewed stick","N",1899-12-31 13:14:00,"1","shrub swamp","3","5","recent rain","N","Kayak",0.58,0.42,0,0,0,0
"1038","Quinebaug",5761,2021-07-15,"John Crockett","beaver, muskrat",2021-07-15 13:06:00,2021-07-15 13:56:00,"muskrat","chewed veg","Y",1899-12-31 13:17:00,"2","shrub swamp","3","5","recent rain","N","Kayak",0.58,0.42,0,0,0,0
"1039","Quinebaug",5761,2021-07-15,"John Crockett","beaver, muskrat",2021-07-15 13:06:00,2021-07-15 13:56:00,"beaver","castor mound","Y",1899-12-31 13:18:00,"3","shrub swamp","3","5","recent rain","N","Kayak",0.58,0.42,0,0,0,0
"1040","Quinebaug",5761,2021-07-15,"John Crockett","beaver, muskrat",2021-07-15 13:06:00,2021-07-15 13:56:00,"muskrat","feed bed","Y",1899-12-31 13:20:00,"4","shrub swamp","3","5","recent rain","N","Kayak",0.58,0.42,0,0,0,0
"1041","Quinebaug",5761,2021-07-15,"John Crockett","beaver, muskrat",2021-07-15 13:06:00,2021-07-15 13:56:00,"beaver","castor mound","Y",1899-12-31 13:23:00,"5,6","shrub swamp","3","5","recent rain","N","Kayak",0.58,0.42,0,0,0,0
"1042","Quinebaug",5761,2021-07-15,"John Crockett","beaver, muskrat",2021-07-15 13:06:00,2021-07-15 13:56:00,"beaver","chewed stick","N",1899-12-31 13:33:00,"7","shrub swamp","3","5","recent rain","N","Kayak",0.58,0.42,0,0,0,0
"1043","Quinebaug",5761,2021-07-15,"John Crockett","beaver, muskrat",2021-07-15 13:06:00,2021-07-15 13:56:00,"beaver","castor mound","Y",1899-12-31 13:45:00,NA,"shrub swamp","3","5","recent rain","N","Kayak",0.58,0.42,0,0,0,0
"1044","Quinebaug",5761,2021-07-15,"Kylie Rezendes","muskrat, beaver",2021-07-15 13:06:00,2021-07-15 14:00:00,"beaver","castor mound","N",1899-12-31 13:11:00,"1,2","stream","2","1",NA,"N","Kayak",0.62962962962963,0.37037037037037,0,0,0,0
"1045","Quinebaug",5761,2021-07-15,"Kylie Rezendes","muskrat, beaver",2021-07-15 13:06:00,2021-07-15 14:00:00,"beaver","chewed branch","Y",1899-12-31 13:18:00,"3","stream","2","1",NA,"N","Kayak",0.62962962962963,0.37037037037037,0,0,0,0
"1046","Quinebaug",5761,2021-07-15,"Kylie Rezendes","muskrat, beaver",2021-07-15 13:06:00,2021-07-15 14:00:00,"musk?","chewed veg",NA,1899-12-31 13:27:00,"4","stream","2","1",NA,"N","Kayak",0.62962962962963,0.37037037037037,0,0,0,0
"1047","Quinebaug",5761,2021-07-15,"Kylie Rezendes","muskrat, beaver",2021-07-15 13:06:00,2021-07-15 14:00:00,"beaver","castor mound",NA,1899-12-31 13:31:00,"5","stream","2","1",NA,"N","Kayak",0.62962962962963,0.37037037037037,0,0,0,0
"1048","Quinebaug",5761,2021-07-15,"Kylie Rezendes","muskrat, beaver",2021-07-15 13:06:00,2021-07-15 14:00:00,"musk?","chewed veg",NA,1899-12-31 13:32:00,"6","stream","2","1",NA,"N","Kayak",0.62962962962963,0.37037037037037,0,0,0,0
"1049","Quinebaug",5761,2021-07-15,"Kylie Rezendes","muskrat, beaver",2021-07-15 13:06:00,2021-07-15 14:00:00,"beaver","castor mound",NA,1899-12-31 13:45:00,"7","stream","2","1",NA,"N","Kayak",0.62962962962963,0.37037037037037,0,0,0,0
"1050","Quinebaug",5771,2021-07-29,"Amy Mayer","beaver, muskrat",2021-07-29 09:11:00,2021-07-29 10:04:00,"beaver","castor mound","N",1899-12-31 09:16:00,"1","river/shrub swamp","2","5",NA,"N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0
"1051","Quinebaug",5771,2021-07-29,"Amy Mayer","beaver, muskrat",2021-07-29 09:11:00,2021-07-29 10:04:00,"beaver","chewed stick","Y",1899-12-31 09:20:00,"2,3","river/shrub swamp","2","5",NA,"N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0
"1052","Quinebaug",5771,2021-07-29,"Amy Mayer","beaver, muskrat",2021-07-29 09:11:00,2021-07-29 10:04:00,"beaver","castor mound","Y",1899-12-31 09:28:00,"4","river/shrub swamp","2","5",NA,"N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0
"1053","Quinebaug",5771,2021-07-29,"Amy Mayer","beaver, muskrat",2021-07-29 09:11:00,2021-07-29 10:04:00,"beaver","chewed stick","Y",1899-12-31 09:45:00,"5","river/shrub swamp","2","5",NA,"N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0
"1054","Quinebaug",5771,2021-07-29,"Amy Mayer","beaver, muskrat",2021-07-29 09:11:00,2021-07-29 10:04:00,"beaver","dam","Y",1899-12-31 09:49:00,"6","river/shrub swamp","2","5",NA,"N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0
"1055","Quinebaug",5771,2021-07-29,"Amy Mayer","beaver, muskrat",2021-07-29 09:11:00,2021-07-29 10:04:00,"beaver","castor mound","Y",1899-12-31 09:55:00,"7","river/shrub swamp","2","5",NA,"N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0
"1056","Quinebaug",5771,2021-07-29,"Amy Mayer","beaver, muskrat",2021-07-29 09:11:00,2021-07-29 10:04:00,"beaver","lodge","Y",1899-12-31 10:02:00,"8","river/shrub swamp","2","5",NA,"N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0
"1057","Quinebaug",5771,2021-07-29,"John Crockett","beaver",2021-07-29 09:10:00,2021-07-29 10:02:00,"beaver","castor mound","Y",1899-12-31 09:19:00,"1","emergent marsh","3","1","recent rain","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0
"1058","Quinebaug",5771,2021-07-29,"John Crockett","beaver",2021-07-29 09:10:00,2021-07-29 10:02:00,"musk?","chewed veg","Y",1899-12-31 09:27:00,"2","emergent marsh","3","1","recent rain","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0
"1059","Quinebaug",5771,2021-07-29,"John Crockett","beaver",2021-07-29 09:10:00,2021-07-29 10:02:00,"beaver","castor mound","Y",1899-12-31 09:33:00,"3","emergent marsh","3","1","recent rain","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0
"1060","Quinebaug",5771,2021-07-29,"John Crockett","beaver",2021-07-29 09:10:00,2021-07-29 10:02:00,"?","bank den","Y",1899-12-31 09:40:00,"4","emergent marsh","3","1","recent rain","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0
"1061","Quinebaug",5771,2021-07-29,"John Crockett","beaver",2021-07-29 09:10:00,2021-07-29 10:02:00,"beaver","dam","N",1899-12-31 09:45:00,"5","emergent marsh","3","1","recent rain","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0
"1062","Quinebaug",5771,2021-07-29,"John Crockett","beaver",2021-07-29 09:10:00,2021-07-29 10:02:00,"beaver","castor mound","Y",1899-12-31 09:47:00,"6","emergent marsh","3","1","recent rain","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0
"1063","Quinebaug",5771,2021-07-29,"John Crockett","beaver",2021-07-29 09:10:00,2021-07-29 10:02:00,"beaver","chewed stick","Y",1899-12-31 09:49:00,"7","emergent marsh","3","1","recent rain","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0
"1064","Quinebaug",5771,2021-07-29,"John Crockett","beaver",2021-07-29 09:10:00,2021-07-29 10:02:00,"beaver","castor mound","N",1899-12-31 09:59:00,"8","emergent marsh","3","1","recent rain","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0
"1065","Quinebaug",5771,2021-07-29,"John Crockett","beaver",2021-07-29 09:10:00,2021-07-29 10:02:00,"beaver","lodge","N",1899-12-31 10:01:00,"9","emergent marsh","3","1","recent rain","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0
