"","Watershed","Site.ID","Date","Location","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Photo.Ref","Veg","Camera","GPS","Water.level.rain.report","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest"
"681","Blackstone",309,2023-06-14,"Burlingame Reservoir 2","Chris Boylston","beaver",2023-06-14 13:08:00,2023-06-14 13:52:00,"muskrat","platform","N","0.56874999999999998",NA,"pond edge","2","1","recent rain","none","kayaking",0.681818181818182,0,0,0,0,0.318181818181818
"682","Blackstone",322,2023-06-14,"Burlingame Reservoir 3","Chris Boylston","beaver, muskrat",2023-06-14 13:57:00,2023-06-14 14:19:00,"beaver","chewed stick","N","0.58263888888888882",NA,"pond edge","2","1","recent rain","none","kayaking",0.818181818181818,0,0,0,0,0.181818181818182
"683","Blackstone",322,2023-06-14,"Burlingame Reservoir 3","Chris Boylston","beaver, muskrat",2023-06-14 13:57:00,2023-06-14 14:19:00,"muskrat","scat","N","0.58680555555555558",NA,"pond edge","2","1","recent rain","none","kayaking",0.818181818181818,0,0,0,0,0.181818181818182
"684","Blackstone",322,2023-06-14,"Burlingame Reservoir 3","Chris Boylston","beaver, muskrat",2023-06-14 13:57:00,2023-06-14 14:19:00,"muskrat","scat","N","0.58819444444444446",NA,"pond edge","2","1","recent rain","none","kayaking",0.818181818181818,0,0,0,0,0.181818181818182
"685","Blackstone",322,2023-06-14,"Burlingame Reservoir 3","Chris Boylston","beaver, muskrat",2023-06-14 13:57:00,2023-06-14 14:19:00,"muskrat","scat","N","0.58958333333333335",NA,"pond edge","2","1","recent rain","none","kayaking",0.818181818181818,0,0,0,0,0.181818181818182
"686","Blackstone",322,2023-06-14,"Burlingame Reservoir 3","Chris Boylston","beaver, muskrat",2023-06-14 13:57:00,2023-06-14 14:19:00,"beaver","chewed stick","N","0.59097222222222223",NA,"pond edge","2","1","recent rain","none","kayaking",0.818181818181818,0,0,0,0,0.181818181818182
"687","Blackstone",308,2023-06-14,"Burlingame Reservoir 4","Chris Boylston","beaver, muskrat",2023-06-14 14:28:00,2023-06-14 15:01:00,"beaver","chewed stick","N","0.60555555555555551",NA,"pond edge","2","1","recent rain","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333
"688","Blackstone",308,2023-06-14,"Burlingame Reservoir 4","Chris Boylston","beaver, muskrat",2023-06-14 14:28:00,2023-06-14 15:01:00,"beaver","dam","N","0.60763888888888895",NA,"pond edge","2","1","recent rain","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333
"689","Blackstone",308,2023-06-14,"Burlingame Reservoir 4","Chris Boylston","beaver, muskrat",2023-06-14 14:28:00,2023-06-14 15:01:00,"otter","latrine","N","0.6118055555555556",NA,"emergent marsh","2","1","recent rain","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333
"690","Blackstone",308,2023-06-14,"Burlingame Reservoir 4","Chris Boylston","beaver, muskrat",2023-06-14 14:28:00,2023-06-14 15:01:00,"muskrat","scat","N","0.61597222222222225",NA,"emergent marsh","2","1","recent rain","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333
"691","Blackstone",308,2023-06-14,"Burlingame Reservoir 4","Chris Boylston","beaver, muskrat",2023-06-14 14:28:00,2023-06-14 15:01:00,"muskrat","scat","N","0.61736111111111114",NA,"emergent marsh","2","1","recent rain","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333
"692","Blackstone",308,2023-06-14,"Burlingame Reservoir 4","Chris Boylston","beaver, muskrat",2023-06-14 14:28:00,2023-06-14 15:01:00,"beaver","lodge","N","0.62013888888888891",NA,"emergent marsh","2","1","recent rain","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333
"693","Blackstone",98,2023-06-14,"Wallum Lake 1","John Crockett","N/A",2023-06-14 10:43:00,2023-06-14 10:56:00,"beaver","chewed stick","N","0.45277777777777778",NA,"pond edge","1","3","none","none","kayaking",0.769230769230769,0,0,0,0,0.230769230769231
"694","Blackstone",97,2023-06-14,"Wallum Lake 2","John Crockett","beaver",2023-06-14 11:02:00,2023-06-14 11:14:00,"beaver","chewed stick","Y","0.4604166666666667",NA,"pond edge","1","3","none","none","kayaking",0.833333333333333,0,0,0,0,0.166666666666667
"695","Blackstone",97,2023-06-14,"Wallum Lake 2","John Crockett","beaver",2023-06-14 11:02:00,2023-06-14 11:14:00,"beaver","chewed stick","Y","0.46736111111111112",NA,"pond edge","1","3","none","none","kayaking",0.833333333333333,0,0,0,0,0.166666666666667
"696","Blackstone",99,2023-06-14,"Wallum Lake 3","John Crockett","beaver",2023-06-14 11:27:00,2023-06-14 11:45:00,"beaver","chewed stick","Y","0.47847222222222219",NA,"pond edge","1","3","none","none","kayaking",0.611111111111111,0,0.388888888888889,0,0,0
"697","Blackstone",99,2023-06-14,"Wallum Lake 3","John Crockett","beaver",2023-06-14 11:27:00,2023-06-14 11:45:00,"beaver","chewed stick","N","0.48541666666666666",NA,"pond edge","1","3","none","none","kayaking",0.611111111111111,0,0.388888888888889,0,0,0
"698","Blackstone",320,2023-06-14,"Burlingame reservoir 1","John Crockett","N/A",2023-06-14 12:44:00,2023-06-14 13:03:00,"muskrat","scat","N","0.53333333333333333",NA,"emergent marsh","1","3","none","none","kayaking",1,0,0,0,0,0
"699","Blackstone",320,2023-06-14,"Burlingame reservoir 1","John Crockett","N/A",2023-06-14 12:44:00,2023-06-14 13:03:00,"beaver","chewed stick","N","0.53819444444444442",NA,"emergent marsh","1","3","none","none","kayaking",1,0,0,0,0,0
"700","Blackstone",320,2023-06-14,"Burlingame reservoir 1","John Crockett","N/A",2023-06-14 12:44:00,2023-06-14 13:03:00,"muskrat","scat","N","0.54305555555555551",NA,"emergent marsh","1","3","none","none","kayaking",1,0,0,0,0,0
"701","Blackstone",309,2023-06-14,"Burlingame reservoir 2","John Crockett","beaver",2023-06-14 13:06:00,2023-06-14 13:49:00,"beaver","chewed stick","N","0.54861111111111105",NA,"emergent marsh","1","3","none","none","kayaking",0.813953488372093,0,0,0,0,0.186046511627907
"702","Blackstone",309,2023-06-14,"Burlingame reservoir 2","John Crockett","beaver",2023-06-14 13:06:00,2023-06-14 13:49:00,"muskrat","scat","N","0.55069444444444449",NA,"emergent marsh","1","3","none","none","kayaking",0.813953488372093,0,0,0,0,0.186046511627907
"703","Blackstone",309,2023-06-14,"Burlingame reservoir 2","John Crockett","beaver",2023-06-14 13:06:00,2023-06-14 13:49:00,"beaver","castor mound","Y","0.55208333333333337",NA,"emergent marsh","1","3","none","none","kayaking",0.813953488372093,0,0,0,0,0.186046511627907
"704","Blackstone",309,2023-06-14,"Burlingame reservoir 2","John Crockett","beaver",2023-06-14 13:06:00,2023-06-14 13:49:00,"muskrat","feed bed","Y","0.5541666666666667",NA,"emergent marsh","1","3","none","none","kayaking",0.813953488372093,0,0,0,0,0.186046511627907
"705","Blackstone",309,2023-06-14,"Burlingame reservoir 2","John Crockett","beaver",2023-06-14 13:06:00,2023-06-14 13:49:00,"muskrat","platform","Y","0.6479166666666667",NA,"emergent marsh","1","3","none","none","kayaking",0.813953488372093,0,0,0,0,0.186046511627907
"706","Blackstone",309,2023-06-14,"Burlingame reservoir 2","John Crockett","beaver",2023-06-14 13:06:00,2023-06-14 13:49:00,"beaver","chewed stick","N","0.57430555555555551",NA,"emergent marsh","1","3","none","none","kayaking",0.813953488372093,0,0,0,0,0.186046511627907
"707","Blackstone",322,2023-06-14,"Burlingame reservoir 3","John Crockett","beaver",2023-06-14 13:56:00,2023-06-14 14:18:00,"beaver","chewed stick","N","0.58124999999999993",NA,"pond edge","1","3","none","none","kayaking",0.681818181818182,0,0,0,0,0.318181818181818
"708","Blackstone",322,2023-06-14,"Burlingame reservoir 3","John Crockett","beaver",2023-06-14 13:56:00,2023-06-14 14:18:00,"muskrat","scat","N","0.58194444444444449",NA,"pond edge","1","3","none","none","kayaking",0.681818181818182,0,0,0,0,0.318181818181818
"709","Blackstone",322,2023-06-14,"Burlingame reservoir 3","John Crockett","beaver",2023-06-14 13:56:00,2023-06-14 14:18:00,"muskrat","scat","Y","0.58958333333333335",NA,"pond edge","1","3","none","none","kayaking",0.681818181818182,0,0,0,0,0.318181818181818
"710","Blackstone",308,2023-06-14,"Burlingame reservoir 4","John Crockett","beaver",2023-06-14 14:28:00,2023-06-14 15:00:00,"beaver","lodge","N","0.60625000000000007",NA,"emergent marsh","1","3","none","none","kayaking",0.34375,0.65625,0,0,0,0
"711","Blackstone",308,2023-06-14,"Burlingame reservoir 4","John Crockett","beaver",2023-06-14 14:28:00,2023-06-14 15:00:00,"beaver","dam","N","0.60763888888888895",NA,"emergent marsh","1","3","none","none","kayaking",0.34375,0.65625,0,0,0,0
"712","Blackstone",308,2023-06-14,"Burlingame reservoir 4","John Crockett","beaver",2023-06-14 14:28:00,2023-06-14 15:00:00,"beaver","lodge","Y","0.61388888888888882",NA,"emergent marsh","1","3","none","none","kayaking",0.34375,0.65625,0,0,0,0
"713","Blackstone",308,2023-06-14,"Burlingame reservoir 4","John Crockett","beaver",2023-06-14 14:28:00,2023-06-14 15:00:00,"otter","scat","N","0.61388888888888882",NA,"emergent marsh","1","3","none","none","kayaking",0.34375,0.65625,0,0,0,0
"714","Blackstone",308,2023-06-14,"Burlingame reservoir 4","John Crockett","beaver",2023-06-14 14:28:00,2023-06-14 15:00:00,"muskrat","scat","N","0.61805555555555558",NA,"emergent marsh","1","3","none","none","kayaking",0.34375,0.65625,0,0,0,0
"715","Blackstone",325,2023-06-15,"Union Pond","Chris Boylston","beaver",2023-06-15 10:32:00,2023-06-15 10:57:00,"beaver","chewed stick","N","0.44027777777777777",NA,"pond edge","2","1","recent rain","none","kayaking",0.68,0,0,0,0,0.32
"716","Blackstone",325,2023-06-15,"Union Pond","Chris Boylston","beaver",2023-06-15 10:32:00,2023-06-15 10:57:00,"muskrat","scat","N","0.44513888888888892",NA,"pond edge","2","1","recent rain","none","kayaking",0.68,0,0,0,0,0.32
"717","Blackstone",325,2023-06-15,"Union Pond","Chris Boylston","beaver",2023-06-15 10:32:00,2023-06-15 10:57:00,"beaver","lodge","N","0.45",NA,"pond edge","2","1","recent rain","none","kayaking",0.68,0,0,0,0,0.32
"718","Blackstone",325,2023-06-15,"Union Pond","Chris Boylston","beaver",2023-06-15 10:32:00,2023-06-15 10:57:00,"beaver","chewed stick","Y","0.4513888888888889",NA,"pond edge","2","1","recent rain","none","kayaking",0.68,0,0,0,0,0.32
"719","Blackstone",257,2023-06-15,"Harrisville 1","Chris Boylston","beaver",2023-06-15 11:38:00,2023-06-15 11:58:00,"muskrat","scat","N","0.4861111111111111",NA,"rivers edge","2","1","recent rain","none","kayaking",0.8,0,0,0,0,0.2
"720","Blackstone",257,2023-06-15,"Harrisville 1","Chris Boylston","beaver",2023-06-15 11:38:00,2023-06-15 11:58:00,"beaver","lodge","Y","0.48958333333333331",NA,"rivers edge","2","1","recent rain","none","kayaking",0.8,0,0,0,0,0.2
"721","Blackstone",257,2023-06-15,"Harrisville 1","Chris Boylston","beaver",2023-06-15 11:38:00,2023-06-15 11:58:00,"beaver","chewed stick","N","0.49374999999999997",NA,"rivers edge","2","1","recent rain","none","kayaking",0.8,0,0,0,0,0.2
"722","Blackstone",257,2023-06-15,"Harrisville 1","Chris Boylston","beaver",2023-06-15 11:38:00,2023-06-15 11:58:00,"beaver","chewed stick","N","0.49652777777777773",NA,"rivers edge","2","1","recent rain","none","kayaking",0.8,0,0,0,0,0.2
"723","Blackstone",258,2023-06-15,"Harrisville 2","Chris Boylston","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 13:11:00,"muskrat","scat","N","0.50694444444444442",NA,"rivers edge","2","1","recent rain","none","kayaking",0.354838709677419,0.145161290322581,0,0,0,0.5
"724","Blackstone",258,2023-06-15,"Harrisville 2","Chris Boylston","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 13:11:00,"beaver","chewed stick","N","0.51041666666666663",NA,"rivers edge","2","1","recent rain","none","kayaking",0.354838709677419,0.145161290322581,0,0,0,0.5
"725","Blackstone",258,2023-06-15,"Harrisville 2","Chris Boylston","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 13:11:00,"beaver","chewed stick","Y","0.51180555555555551",NA,"rivers edge","2","1","recent rain","none","kayaking",0.354838709677419,0.145161290322581,0,0,0,0.5
"726","Blackstone",258,2023-06-15,"Harrisville 2","Chris Boylston","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 13:11:00,"beaver","chewed stick","N","0.51944444444444449",NA,"rivers edge","2","1","recent rain","none","kayaking",0.354838709677419,0.145161290322581,0,0,0,0.5
"727","Blackstone",258,2023-06-15,"Harrisville 2","Chris Boylston","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 13:11:00,"muskrat","scat","N","0.52638888888888891",NA,"rivers edge","2","1","recent rain","none","kayaking",0.354838709677419,0.145161290322581,0,0,0,0.5
"728","Blackstone",258,2023-06-15,"Harrisville 2","Chris Boylston","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 13:11:00,"beaver","chewed stick","Y","0.52708333333333335",NA,"rivers edge","2","1","recent rain","none","kayaking",0.354838709677419,0.145161290322581,0,0,0,0.5
"729","Blackstone",258,2023-06-15,"Harrisville 2","Chris Boylston","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 13:11:00,"muskrat","scat","N","0.53125",NA,"rivers edge","2","1","recent rain","none","kayaking",0.354838709677419,0.145161290322581,0,0,0,0.5
"730","Blackstone",113,2023-06-15,"oakland pond","Chris Boylston","beaver",2023-06-15 14:02:00,2023-06-15 14:52:00,"muskrat","scat","N","0.58680555555555558",NA,"pond edge","2","1","recent rain","none","kayaking",0.66,0,0,0,0,0.34
"731","Blackstone",113,2023-06-15,"oakland pond","Chris Boylston","beaver",2023-06-15 14:02:00,2023-06-15 14:52:00,"beaver","chewed stick","Y","0.58888888888888891",NA,"pond edge","2","1","recent rain","none","kayaking",0.66,0,0,0,0,0.34
"732","Blackstone",113,2023-06-15,"oakland pond","Chris Boylston","beaver",2023-06-15 14:02:00,2023-06-15 14:52:00,"muskrat","scat","N","0.59236111111111112",NA,"pond edge","2","1","recent rain","none","kayaking",0.66,0,0,0,0,0.34
"733","Blackstone",113,2023-06-15,"oakland pond","Chris Boylston","beaver",2023-06-15 14:02:00,2023-06-15 14:52:00,"beaver","chewed stick","N","0.59652777777777777",NA,"pond edge","2","1","recent rain","none","kayaking",0.66,0,0,0,0,0.34
"734","Blackstone",113,2023-06-15,"oakland pond","Chris Boylston","beaver",2023-06-15 14:02:00,2023-06-15 14:52:00,"beaver","lodge","N","0.6069444444444444",NA,"pond edge","2","1","recent rain","none","kayaking",0.66,0,0,0,0,0.34
"735","Blackstone",325,2023-06-15,"Union Pond","John Crockett","beaver",2023-06-15 10:29:00,2023-06-15 10:52:00,"Beaver","chewed stick","N","0.44166666666666665",NA,"pond edge","1","3","none","none","kayaking",0.739130434782609,0,0,0,0,0.260869565217391
"736","Blackstone",325,2023-06-15,"Union Pond","John Crockett","beaver",2023-06-15 10:29:00,2023-06-15 10:52:00,"muskrat","scat","Y","0.44166666666666665",NA,"pond edge","1","3","none","none","kayaking",0.739130434782609,0,0,0,0,0.260869565217391
"737","Blackstone",325,2023-06-15,"Union Pond","John Crockett","beaver",2023-06-15 10:29:00,2023-06-15 10:52:00,"Beaver","lodge","N","0.4465277777777778",NA,"pond edge","1","3","none","none","kayaking",0.739130434782609,0,0,0,0,0.260869565217391
"738","Blackstone",325,2023-06-15,"Union Pond","John Crockett","beaver",2023-06-15 10:29:00,2023-06-15 10:52:00,"Beaver","chewed stick","N","0.44861111111111113",NA,"pond edge","1","3","none","none","kayaking",0.739130434782609,0,0,0,0,0.260869565217391
"739","Blackstone",257,2023-06-15,"Harrisville Fishing Area #1","John Crockett","beaver, muskrat",2023-06-15 11:38:00,2023-06-15 12:02:00,"muskrat","scat","N","0.48541666666666666",NA,"rivers edge","1","3","none","none","kayaking",0.875,0,0,0,0,0.125
"740","Blackstone",257,2023-06-15,"Harrisville Fishing Area #1","John Crockett","beaver, muskrat",2023-06-15 11:38:00,2023-06-15 12:02:00,"Beaver","lodge","Y","0.48680555555555555",NA,"rivers edge","1","3","none","none","kayaking",0.875,0,0,0,0,0.125
"741","Blackstone",257,2023-06-15,"Harrisville Fishing Area #1","John Crockett","beaver, muskrat",2023-06-15 11:38:00,2023-06-15 12:02:00,"Beaver","chewed sticks","Y","0.48888888888888887",NA,"rivers edge","1","3","none","none","kayaking",0.875,0,0,0,0,0.125
"742","Blackstone",257,2023-06-15,"Harrisville Fishing Area #1","John Crockett","beaver, muskrat",2023-06-15 11:38:00,2023-06-15 12:02:00,"muskrat","scat","N","0.49652777777777773",NA,"rivers edge","1","3","none","none","kayaking",0.875,0,0,0,0,0.125
"743","Blackstone",257,2023-06-15,"Harrisville Fishing Area #1","John Crockett","beaver, muskrat",2023-06-15 11:38:00,2023-06-15 12:02:00,"Beaver","chewed stick","N","0.50069444444444444",NA,"rivers edge","1","3","none","none","kayaking",0.875,0,0,0,0,0.125
"744","Blackstone",258,2023-06-15,"Harrisville Fishing Area #2","John Crockett","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 12:55:00,"beaver","chewed stick","Y","0.50902777777777775",NA,"rivers edge","1","3","none","none","kayaking",0.5,0.217391304347826,0,0,0,0.282608695652174
"745","Blackstone",258,2023-06-15,"Harrisville Fishing Area #2","John Crockett","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 12:55:00,"beaver","chewed stick","Y","0.5180555555555556",NA,"rivers edge","1","3","none","none","kayaking",0.5,0.217391304347826,0,0,0,0.282608695652174
"746","Blackstone",258,2023-06-15,"Harrisville Fishing Area #2","John Crockett","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 12:55:00,"muskrat","chewed veg","Y","0.52152777777777781",NA,"rivers edge","1","3","none","none","kayaking",0.5,0.217391304347826,0,0,0,0.282608695652174
"747","Blackstone",258,2023-06-15,"Harrisville Fishing Area #2","John Crockett","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 12:55:00,"muskrat","scat","Y","0.52222222222222225",NA,"rivers edge","1","3","none","none","kayaking",0.5,0.217391304347826,0,0,0,0.282608695652174
"748","Blackstone",258,2023-06-15,"Harrisville Fishing Area #2","John Crockett","beaver, muskrat",2023-06-15 12:09:00,2023-06-15 12:55:00,"beaver","chewed stick","Y","0.52986111111111112",NA,"rivers edge","1","3","none","none","kayaking",0.5,0.217391304347826,0,0,0,0.282608695652174
"749","Blackstone",113,2023-06-15,"oakland pond","John Crockett","beaver",2023-06-15 14:02:00,2023-06-15 14:56:00,"beaver","castor mound","Y","0.59236111111111112",NA,"pond edge","1","3","none","none","kayaking",0.851851851851852,0,0,0,0,0.148148148148148
"750","Blackstone",113,2023-06-15,"oakland pond","John Crockett","beaver",2023-06-15 14:02:00,2023-06-15 14:56:00,"muskrat","scat","N","0.59652777777777777",NA,"pond edge","1","3","none","none","kayaking",0.851851851851852,0,0,0,0,0.148148148148148
"751","Blackstone",113,2023-06-15,"oakland pond","John Crockett","beaver",2023-06-15 14:02:00,2023-06-15 14:56:00,"beaver","dam","N","0.6069444444444444",NA,"pond edge","1","3","none","none","kayaking",0.851851851851852,0,0,0,0,0.148148148148148
"752","Blackstone",113,2023-06-15,"oakland pond","John Crockett","beaver",2023-06-15 14:02:00,2023-06-15 14:56:00,"muskrat","scat","N","0.61249999999999993",NA,"pond edge","1","3","none","none","kayaking",0.851851851851852,0,0,0,0,0.148148148148148
"753","Blackstone",113,2023-06-15,"oakland pond","John Crockett","beaver",2023-06-15 14:02:00,2023-06-15 14:56:00,"muskrat","scat","N","0.61944444444444446",NA,"pond edge","1","3","none","none","kayaking",0.851851851851852,0,0,0,0,0.148148148148148
"754","Blackstone",106,2023-06-20,"Keech Pond 1","Chris Boylston","N/A",2023-06-20 11:43:00,2023-06-20 12:00:00,"muskrat","scat","N","0.49722222222222223",NA,"pond edge","2","1","recent rain","none","kayaking",0.529411764705882,0,0.470588235294118,0,0,0
"755","Blackstone",106,2023-06-20,"Keech Pond 1","Chris Boylston","N/A",2023-06-20 11:43:00,2023-06-20 12:00:00,"beaver","chewed stick","N","0.5",NA,"pond edge","2","1","recent rain","none","kayaking",0.529411764705882,0,0.470588235294118,0,0,0
"756","Blackstone",105,2023-06-20,"Keech Pond 2","Chris Boylston","beaver, muskrat",2023-06-20 12:00:00,2023-06-20 12:45:00,"muskrat","scat","N","0.50416666666666665",NA,"pond edge","2","1","recent rain","none","kayaking",0.822222222222222,0,0.111111111111111,0,0,0.0666666666666667
"757","Blackstone",105,2023-06-20,"Keech Pond 2","Chris Boylston","beaver, muskrat",2023-06-20 12:00:00,2023-06-20 12:45:00,"beaver","chewed stick","N","0.50972222222222219",NA,"pond edge","2","1","recent rain","none","kayaking",0.822222222222222,0,0.111111111111111,0,0,0.0666666666666667
"758","Blackstone",105,2023-06-20,"Keech Pond 2","Chris Boylston","beaver, muskrat",2023-06-20 12:00:00,2023-06-20 12:45:00,"beaver","chewed stick","N","0.52013888888888882",NA,"pond edge","2","1","recent rain","none","kayaking",0.822222222222222,0,0.111111111111111,0,0,0.0666666666666667
"759","Blackstone",242,2023-06-20,"Smith and Sayles","Chris Boylston","N/A",2023-06-20 13:32:00,2023-06-20 13:58:00,NA,NA,NA,NA,NA,NA,"2","1","recent rain","none","kayaking",0.730769230769231,0,0,0,0,0.269230769230769
"760","Blackstone",135,2023-06-20,"Gazza","Chris Boylston","otter",2023-06-20 14:52:00,2023-06-20 15:13:00,"muskrat","scat","Y","0.62013888888888891",NA,"rivers edge","2","1","recent rain","none","kayaking",0.523809523809524,0,0.0952380952380952,0,0,0.380952380952381
"761","Blackstone",135,2023-06-20,"Gazza","Chris Boylston","otter",2023-06-20 14:52:00,2023-06-20 15:13:00,"beaver","chewed stick","N","0.62361111111111112",NA,"rivers edge","2","1","recent rain","none","kayaking",0.523809523809524,0,0.0952380952380952,0,0,0.380952380952381
"762","Blackstone",135,2023-06-20,"Gazza","Chris Boylston","otter",2023-06-20 14:52:00,2023-06-20 15:13:00,"muskrat","scat","N","0.625",NA,"rivers edge","2","1","recent rain","none","kayaking",0.523809523809524,0,0.0952380952380952,0,0,0.380952380952381
"763","Blackstone",135,2023-06-20,"Gazza","Chris Boylston","otter",2023-06-20 14:52:00,2023-06-20 15:13:00,"muskrat","scat","N","0.62569444444444444",NA,"rivers edge","2","1","recent rain","none","kayaking",0.523809523809524,0,0.0952380952380952,0,0,0.380952380952381
"764","Blackstone",135,2023-06-20,"Gazza","Chris Boylston","otter",2023-06-20 14:52:00,2023-06-20 15:13:00,"beaver","chewed stick","N","0.62847222222222221",NA,"rivers edge","2","1","recent rain","none","kayaking",0.523809523809524,0,0.0952380952380952,0,0,0.380952380952381
"765","Blackstone",135,2023-06-20,"Gazza","Chris Boylston","otter",2023-06-20 14:52:00,2023-06-20 15:13:00,"beaver","castor mound","Y","0.62986111111111109",NA,"rivers edge","2","1","recent rain","none","kayaking",0.523809523809524,0,0.0952380952380952,0,0,0.380952380952381
"766","Blackstone",135,2023-06-20,"Gazza","Chris Boylston","otter",2023-06-20 14:52:00,2023-06-20 15:13:00,"otter","scat","N","0.63402777777777775",NA,"rivers edge","2","1","recent rain","none","kayaking",0.523809523809524,0,0.0952380952380952,0,0,0.380952380952381
"767","Blackstone",136,2023-06-20,"lapham pond","Chris Boylston","N/A",2023-06-20 15:47:00,2023-06-20 16:03:00,"otter","scat","N","0.65763888888888888",NA,"pond edge","2","1","recent rain","none","kayaking",1,0,0,0,0,0
"768","Blackstone",136,2023-06-20,"lapham pond","Chris Boylston","N/A",2023-06-20 15:47:00,2023-06-20 16:03:00,"beaver","chewed stick","Y","0.66041666666666665",NA,"pond edge","2","1","recent rain","none","kayaking",1,0,0,0,0,0
"769","Blackstone",153,2023-06-20,"tarkiln pond","Chris Boylston","N/A",2023-06-20 16:40:00,2023-06-20 17:13:00,"beaver","chewed stick","N","0.6972222222222223",NA,"pond edge","2","1","recent rain","none","kayaking",NA,NA,NA,NA,NA,NA
"770","Blackstone",153,2023-06-20,"tarkiln pond","Chris Boylston","N/A",2023-06-20 16:40:00,2023-06-20 17:13:00,"beaver","chewed stick","N","0.70416666666666661",NA,"pond edge","2","1","recent rain","none","kayaking",NA,NA,NA,NA,NA,NA
"771","Blackstone",153,2023-06-20,"tarkiln pond","Chris Boylston","N/A",2023-06-20 16:40:00,2023-06-20 17:13:00,"beaver","chewed stick","N","0.70694444444444438",NA,"pond edge","2","1","recent rain","none","kayaking",NA,NA,NA,NA,NA,NA
"772","Blackstone",153,2023-06-20,"tarkiln pond","Chris Boylston","N/A",2023-06-20 16:40:00,2023-06-20 17:13:00,"muskrat","Scat","N","0.7104166666666667",NA,"pond edge","2","1","recent rain","none","kayaking",NA,NA,NA,NA,NA,NA
"773","Blackstone",153,2023-06-20,"tarkiln pond","Chris Boylston","N/A",2023-06-20 16:40:00,2023-06-20 17:13:00,"muskrat","Scat","Y","0.71180555555555547",NA,"pond edge","2","1","recent rain","none","kayaking",NA,NA,NA,NA,NA,NA
"774","Blackstone",106,2023-06-20,"Keech Pond 1","John Crockett","N/A",2023-06-20 11:44:00,2023-06-20 11:59:00,"muskrat","scat","N","0.49722222222222223",NA,"pond edge","1","3","none","none","kayaking",0.533333333333333,0,0.466666666666667,0,0,0
"775","Blackstone",105,2023-06-20,"Keech Pond 2","John Crockett","muskrat",2023-06-20 12:00:00,2023-06-20 12:45:00,"beaver","chewed stick","Y","0.51041666666666663",NA,"pond edge","1","3","none","none","kayaking",0.818181818181818,0,0.159090909090909,0,0,0.0227272727272727
"776","Blackstone",105,2023-06-20,"Keech Pond 2","John Crockett","muskrat",2023-06-20 12:00:00,2023-06-20 12:45:00,"muskrat","scat","N","0.52986111111111112",NA,"pond edge","1","3","none","none","kayaking",0.818181818181818,0,0.159090909090909,0,0,0.0227272727272727
"777","Blackstone",242,2023-06-20,"Smith and Sayles","John Crockett",NA,2023-06-20 13:30:00,2023-06-20 13:55:00,NA,NA,NA,NA,NA,NA,"1","3","none","none","kayaking",0.6,0,0,0,0,0.4
"778","Blackstone",135,2023-06-20,"Gazza","John Crockett","Beaver, Otter",2023-06-20 14:49:00,2023-06-20 15:13:00,"muskrat","scat","Y","0.61805555555555558",NA,"rivers edge","1","3","none","none","kayaking",0.375,0,0,0,0,0.625
"779","Blackstone",135,2023-06-20,"Gazza","John Crockett","Beaver, Otter",2023-06-20 14:49:00,2023-06-20 15:13:00,"beaver","chewed stick","N","0.61875000000000002",NA,"rivers edge","1","3","none","none","kayaking",0.375,0,0,0,0,0.625
"780","Blackstone",135,2023-06-20,"Gazza","John Crockett","Beaver, Otter",2023-06-20 14:49:00,2023-06-20 15:13:00,"beaver","chewed stick","Y","0.62430555555555556",NA,"rivers edge","1","3","none","none","kayaking",0.375,0,0,0,0,0.625
"781","Blackstone",135,2023-06-20,"Gazza","John Crockett","Beaver, Otter",2023-06-20 14:49:00,2023-06-20 15:13:00,"muskrat","scat","N","0.62986111111111109",NA,"rivers edge","1","3","none","none","kayaking",0.375,0,0,0,0,0.625
"782","Blackstone",135,2023-06-20,"Gazza","John Crockett","Beaver, Otter",2023-06-20 14:49:00,2023-06-20 15:13:00,"otter","scat","N","0.63194444444444442",NA,"rivers edge","1","3","none","none","kayaking",0.375,0,0,0,0,0.625
"783","Blackstone",135,2023-06-20,"Gazza","John Crockett","Beaver, Otter",2023-06-20 14:49:00,2023-06-20 15:13:00,"beaver","lodge","Y","0.63263888888888886",NA,"rivers edge","1","3","none","none","kayaking",0.375,0,0,0,0,0.625
